,label
38387,TRUE
38388,FAKE
38389,TRUE
38390,TRUE
38391,FAKE
38392,FAKE
38393,FAKE
38394,FAKE
38395,TRUE
38396,FAKE
38397,FAKE
38398,TRUE
38399,TRUE
38400,FAKE
38401,TRUE
38402,FAKE
38403,FAKE
38404,FAKE
38405,TRUE
38406,TRUE
38407,FAKE
38408,FAKE
38409,TRUE
38410,TRUE
38411,FAKE
38412,TRUE
38413,FAKE
38414,TRUE
38415,FAKE
38416,TRUE
38417,FAKE
38418,FAKE
38419,TRUE
38420,TRUE
38421,FAKE
38422,TRUE
38423,FAKE
38424,FAKE
38425,FAKE
38426,FAKE
38427,TRUE
38428,FAKE
38429,FAKE
38430,FAKE
38431,TRUE
38432,FAKE
38433,TRUE
38434,TRUE
38435,FAKE
38436,TRUE
38437,FAKE
38438,FAKE
38439,TRUE
38440,FAKE
38441,TRUE
38442,FAKE
38443,FAKE
38444,TRUE
38445,TRUE
38446,TRUE
38447,FAKE
38448,TRUE
38449,TRUE
38450,FAKE
38451,TRUE
38452,FAKE
38453,TRUE
38454,FAKE
38455,TRUE
38456,FAKE
38457,TRUE
38458,TRUE
38459,FAKE
38460,TRUE
38461,FAKE
38462,FAKE
38463,FAKE
38464,FAKE
38465,FAKE
38466,FAKE
38467,FAKE
38468,FAKE
38469,TRUE
38470,TRUE
38471,TRUE
38472,TRUE
38473,TRUE
38474,FAKE
38475,TRUE
38476,TRUE
38477,FAKE
38478,FAKE
38479,FAKE
38480,TRUE
38481,FAKE
38482,FAKE
38483,TRUE
38484,TRUE
38485,TRUE
38486,TRUE
38487,FAKE
38488,FAKE
38489,TRUE
38490,TRUE
38491,FAKE
38492,FAKE
38493,TRUE
38494,TRUE
38495,TRUE
38496,FAKE
38497,FAKE
38498,FAKE
38499,TRUE
38500,TRUE
38501,TRUE
38502,FAKE
38503,FAKE
38504,TRUE
38505,TRUE
38506,FAKE
38507,FAKE
38508,TRUE
38509,TRUE
38510,FAKE
38511,FAKE
38512,TRUE
38513,FAKE
38514,TRUE
38515,FAKE
38516,FAKE
38517,TRUE
38518,FAKE
38519,FAKE
38520,TRUE
38521,FAKE
38522,TRUE
38523,FAKE
38524,TRUE
38525,FAKE
38526,TRUE
38527,TRUE
38528,FAKE
38529,TRUE
38530,FAKE
38531,TRUE
38532,TRUE
38533,FAKE
38534,TRUE
38535,FAKE
38536,TRUE
38537,FAKE
38538,TRUE
38539,FAKE
38540,FAKE
38541,TRUE
38542,FAKE
38543,FAKE
38544,TRUE
38545,TRUE
38546,TRUE
38547,TRUE
38548,TRUE
38549,TRUE
38550,TRUE
38551,TRUE
38552,FAKE
38553,FAKE
38554,FAKE
38555,TRUE
38556,TRUE
38557,TRUE
38558,TRUE
38559,FAKE
38560,TRUE
38561,FAKE
38562,FAKE
38563,FAKE
38564,FAKE
38565,FAKE
38566,FAKE
38567,TRUE
38568,FAKE
38569,TRUE
38570,TRUE
38571,TRUE
38572,TRUE
38573,FAKE
38574,FAKE
38575,TRUE
38576,FAKE
38577,TRUE
38578,FAKE
38579,TRUE
38580,TRUE
38581,FAKE
38582,TRUE
38583,FAKE
38584,FAKE
38585,FAKE
38586,FAKE
38587,FAKE
38588,TRUE
38589,TRUE
38590,TRUE
38591,FAKE
38592,TRUE
38593,TRUE
38594,TRUE
38595,FAKE
38596,TRUE
38597,TRUE
38598,FAKE
38599,FAKE
38600,FAKE
38601,FAKE
38602,TRUE
38603,TRUE
38604,FAKE
38605,FAKE
38606,TRUE
38607,FAKE
38608,TRUE
38609,TRUE
38610,TRUE
38611,FAKE
38612,FAKE
38613,FAKE
38614,FAKE
38615,TRUE
38616,FAKE
38617,TRUE
38618,TRUE
38619,TRUE
38620,TRUE
38621,FAKE
38622,FAKE
38623,TRUE
38624,FAKE
38625,FAKE
38626,TRUE
38627,TRUE
38628,TRUE
38629,FAKE
38630,FAKE
38631,FAKE
38632,TRUE
38633,FAKE
38634,TRUE
38635,FAKE
38636,FAKE
38637,FAKE
38638,TRUE
38639,TRUE
38640,TRUE
38641,TRUE
38642,FAKE
38643,TRUE
38644,FAKE
38645,FAKE
38646,FAKE
38647,FAKE
38648,TRUE
38649,TRUE
38650,TRUE
38651,FAKE
38652,TRUE
38653,TRUE
38654,FAKE
38655,FAKE
38656,FAKE
38657,TRUE
38658,FAKE
38659,FAKE
38660,TRUE
38661,TRUE
38662,TRUE
38663,TRUE
38664,TRUE
38665,FAKE
38666,FAKE
38667,TRUE
38668,FAKE
38669,TRUE
38670,FAKE
38671,FAKE
38672,FAKE
38673,TRUE
38674,TRUE
38675,FAKE
38676,FAKE
38677,FAKE
38678,FAKE
38679,FAKE
38680,FAKE
38681,FAKE
38682,FAKE
38683,TRUE
38684,TRUE
38685,TRUE
38686,TRUE
38687,FAKE
38688,FAKE
38689,TRUE
38690,FAKE
38691,TRUE
38692,FAKE
38693,TRUE
38694,FAKE
38695,FAKE
38696,FAKE
38697,FAKE
38698,FAKE
38699,TRUE
38700,FAKE
38701,TRUE
38702,FAKE
38703,TRUE
38704,TRUE
38705,FAKE
38706,FAKE
38707,TRUE
38708,TRUE
38709,TRUE
38710,FAKE
38711,TRUE
38712,FAKE
38713,TRUE
38714,FAKE
38715,TRUE
38716,FAKE
38717,FAKE
38718,FAKE
38719,FAKE
38720,FAKE
38721,TRUE
38722,FAKE
38723,FAKE
38724,TRUE
38725,FAKE
38726,FAKE
38727,TRUE
38728,TRUE
38729,FAKE
38730,TRUE
38731,FAKE
38732,TRUE
38733,FAKE
38734,TRUE
38735,TRUE
38736,FAKE
38737,FAKE
38738,FAKE
38739,TRUE
38740,TRUE
38741,TRUE
38742,TRUE
38743,TRUE
38744,TRUE
38745,TRUE
38746,TRUE
38747,TRUE
38748,TRUE
38749,FAKE
38750,FAKE
38751,FAKE
38752,FAKE
38753,TRUE
38754,FAKE
38755,FAKE
38756,FAKE
38757,FAKE
38758,TRUE
38759,FAKE
38760,TRUE
38761,TRUE
38762,TRUE
38763,TRUE
38764,TRUE
38765,TRUE
38766,TRUE
38767,FAKE
38768,TRUE
38769,TRUE
38770,TRUE
38771,FAKE
38772,FAKE
38773,TRUE
38774,FAKE
38775,TRUE
38776,FAKE
38777,FAKE
38778,TRUE
38779,TRUE
38780,TRUE
38781,TRUE
38782,TRUE
38783,FAKE
38784,FAKE
38785,FAKE
38786,FAKE
38787,TRUE
38788,TRUE
38789,TRUE
38790,FAKE
38791,FAKE
38792,FAKE
38793,FAKE
38794,TRUE
38795,FAKE
38796,FAKE
38797,TRUE
38798,FAKE
38799,TRUE
38800,FAKE
38801,FAKE
38802,TRUE
38803,TRUE
38804,FAKE
38805,FAKE
38806,FAKE
38807,TRUE
38808,FAKE
38809,FAKE
38810,TRUE
38811,FAKE
38812,TRUE
38813,TRUE
38814,TRUE
38815,FAKE
38816,FAKE
38817,TRUE
38818,TRUE
38819,TRUE
38820,FAKE
38821,FAKE
38822,TRUE
38823,TRUE
38824,FAKE
38825,FAKE
38826,FAKE
38827,TRUE
38828,FAKE
38829,TRUE
38830,TRUE
38831,TRUE
38832,TRUE
38833,TRUE
38834,FAKE
38835,TRUE
38836,FAKE
38837,TRUE
38838,FAKE
38839,TRUE
38840,FAKE
38841,TRUE
38842,FAKE
38843,FAKE
38844,FAKE
38845,FAKE
38846,TRUE
38847,FAKE
38848,FAKE
38849,TRUE
38850,TRUE
38851,FAKE
38852,FAKE
38853,TRUE
38854,FAKE
38855,TRUE
38856,FAKE
38857,TRUE
38858,FAKE
38859,TRUE
38860,FAKE
38861,FAKE
38862,FAKE
38863,TRUE
38864,TRUE
38865,FAKE
38866,FAKE
38867,TRUE
38868,FAKE
38869,FAKE
38870,FAKE
38871,TRUE
38872,TRUE
38873,TRUE
38874,FAKE
38875,FAKE
38876,TRUE
38877,FAKE
38878,TRUE
38879,FAKE
38880,FAKE
38881,TRUE
38882,TRUE
38883,TRUE
38884,TRUE
38885,TRUE
38886,FAKE
38887,FAKE
38888,FAKE
38889,FAKE
38890,FAKE
38891,FAKE
38892,TRUE
38893,FAKE
38894,TRUE
38895,TRUE
38896,FAKE
38897,TRUE
38898,TRUE
38899,TRUE
38900,FAKE
38901,FAKE
38902,TRUE
38903,TRUE
38904,TRUE
38905,FAKE
38906,TRUE
38907,TRUE
38908,TRUE
38909,FAKE
38910,TRUE
38911,TRUE
38912,TRUE
38913,FAKE
38914,TRUE
38915,FAKE
38916,TRUE
38917,TRUE
38918,FAKE
38919,TRUE
38920,FAKE
38921,FAKE
38922,TRUE
38923,TRUE
38924,TRUE
38925,FAKE
38926,TRUE
38927,TRUE
38928,TRUE
38929,TRUE
38930,FAKE
38931,TRUE
38932,TRUE
38933,TRUE
38934,TRUE
38935,FAKE
38936,TRUE
38937,TRUE
38938,TRUE
38939,TRUE
38940,TRUE
38941,TRUE
38942,TRUE
38943,FAKE
38944,FAKE
38945,FAKE
38946,FAKE
38947,TRUE
38948,FAKE
38949,TRUE
38950,TRUE
38951,FAKE
38952,TRUE
38953,TRUE
38954,TRUE
38955,FAKE
38956,FAKE
38957,TRUE
38958,TRUE
38959,FAKE
38960,TRUE
38961,FAKE
38962,FAKE
38963,FAKE
38964,TRUE
38965,TRUE
38966,FAKE
38967,TRUE
38968,TRUE
38969,FAKE
38970,FAKE
38971,TRUE
38972,FAKE
38973,TRUE
38974,FAKE
38975,FAKE
38976,TRUE
38977,TRUE
38978,FAKE
38979,TRUE
38980,FAKE
38981,TRUE
38982,TRUE
38983,TRUE
38984,FAKE
38985,FAKE
38986,FAKE
38987,TRUE
38988,FAKE
38989,FAKE
38990,FAKE
38991,TRUE
38992,TRUE
38993,FAKE
38994,FAKE
38995,FAKE
38996,FAKE
38997,TRUE
38998,FAKE
38999,FAKE
39000,TRUE
39001,TRUE
39002,FAKE
39003,FAKE
39004,TRUE
39005,FAKE
39006,FAKE
39007,TRUE
39008,FAKE
39009,TRUE
39010,TRUE
39011,FAKE
39012,FAKE
39013,FAKE
39014,TRUE
39015,FAKE
39016,FAKE
39017,TRUE
39018,FAKE
39019,TRUE
39020,TRUE
39021,FAKE
39022,TRUE
39023,TRUE
39024,TRUE
39025,FAKE
39026,FAKE
39027,TRUE
39028,TRUE
39029,TRUE
39030,FAKE
39031,TRUE
39032,FAKE
39033,TRUE
39034,FAKE
39035,FAKE
39036,FAKE
39037,FAKE
39038,FAKE
39039,FAKE
39040,FAKE
39041,FAKE
39042,FAKE
39043,FAKE
39044,FAKE
39045,TRUE
39046,TRUE
39047,FAKE
39048,FAKE
39049,FAKE
39050,FAKE
39051,TRUE
39052,TRUE
39053,TRUE
39054,FAKE
39055,TRUE
39056,FAKE
39057,FAKE
39058,TRUE
39059,TRUE
39060,TRUE
39061,FAKE
39062,FAKE
39063,TRUE
39064,FAKE
39065,FAKE
39066,TRUE
39067,FAKE
39068,TRUE
39069,TRUE
39070,FAKE
39071,TRUE
39072,TRUE
39073,FAKE
39074,FAKE
39075,FAKE
39076,TRUE
39077,TRUE
39078,TRUE
39079,FAKE
39080,FAKE
39081,FAKE
39082,TRUE
39083,FAKE
39084,FAKE
39085,FAKE
39086,TRUE
39087,TRUE
39088,FAKE
39089,TRUE
39090,FAKE
39091,TRUE
39092,TRUE
39093,TRUE
39094,TRUE
39095,TRUE
39096,FAKE
39097,TRUE
39098,TRUE
39099,TRUE
39100,TRUE
39101,FAKE
39102,TRUE
39103,FAKE
39104,TRUE
39105,FAKE
39106,TRUE
39107,FAKE
39108,FAKE
39109,TRUE
39110,TRUE
39111,TRUE
39112,TRUE
39113,TRUE
39114,TRUE
39115,TRUE
39116,TRUE
39117,TRUE
39118,FAKE
39119,TRUE
39120,TRUE
39121,TRUE
39122,TRUE
39123,FAKE
39124,FAKE
39125,FAKE
39126,TRUE
39127,TRUE
39128,FAKE
39129,TRUE
39130,FAKE
39131,FAKE
39132,TRUE
39133,TRUE
39134,TRUE
39135,FAKE
39136,FAKE
39137,FAKE
39138,TRUE
39139,FAKE
39140,FAKE
39141,TRUE
39142,TRUE
39143,TRUE
39144,FAKE
39145,FAKE
39146,TRUE
39147,TRUE
39148,TRUE
39149,TRUE
39150,FAKE
39151,TRUE
39152,FAKE
39153,TRUE
39154,FAKE
39155,TRUE
39156,TRUE
39157,TRUE
39158,TRUE
39159,TRUE
39160,FAKE
39161,FAKE
39162,FAKE
39163,FAKE
39164,FAKE
39165,FAKE
39166,FAKE
39167,TRUE
39168,TRUE
39169,TRUE
39170,FAKE
39171,FAKE
39172,TRUE
39173,FAKE
39174,FAKE
39175,TRUE
39176,TRUE
39177,TRUE
39178,TRUE
39179,FAKE
39180,FAKE
39181,TRUE
39182,FAKE
39183,FAKE
39184,FAKE
39185,TRUE
39186,FAKE
39187,FAKE
39188,FAKE
39189,FAKE
39190,TRUE
39191,TRUE
39192,FAKE
39193,FAKE
39194,TRUE
39195,TRUE
39196,FAKE
39197,FAKE
39198,FAKE
39199,FAKE
39200,TRUE
39201,TRUE
39202,TRUE
39203,FAKE
39204,TRUE
39205,TRUE
39206,TRUE
39207,FAKE
39208,TRUE
39209,TRUE
39210,FAKE
39211,TRUE
39212,TRUE
39213,FAKE
39214,TRUE
39215,TRUE
39216,FAKE
39217,FAKE
39218,TRUE
39219,FAKE
39220,FAKE
39221,FAKE
39222,FAKE
39223,FAKE
39224,TRUE
39225,FAKE
39226,FAKE
39227,FAKE
39228,TRUE
39229,TRUE
39230,FAKE
39231,FAKE
39232,FAKE
39233,FAKE
39234,TRUE
39235,TRUE
39236,FAKE
39237,FAKE
39238,FAKE
39239,TRUE
39240,TRUE
39241,FAKE
39242,FAKE
39243,FAKE
39244,TRUE
39245,TRUE
39246,TRUE
39247,FAKE
39248,TRUE
39249,FAKE
39250,TRUE
39251,TRUE
39252,FAKE
39253,TRUE
39254,TRUE
39255,FAKE
39256,FAKE
39257,TRUE
39258,FAKE
39259,FAKE
39260,TRUE
39261,FAKE
39262,FAKE
39263,TRUE
39264,FAKE
39265,TRUE
39266,TRUE
39267,FAKE
39268,TRUE
39269,TRUE
39270,TRUE
39271,FAKE
39272,TRUE
39273,FAKE
39274,FAKE
39275,FAKE
39276,FAKE
39277,FAKE
39278,TRUE
39279,FAKE
39280,FAKE
39281,FAKE
39282,TRUE
39283,FAKE
39284,FAKE
39285,TRUE
39286,FAKE
39287,FAKE
39288,TRUE
39289,TRUE
39290,TRUE
39291,TRUE
39292,FAKE
39293,FAKE
39294,FAKE
39295,TRUE
39296,TRUE
39297,FAKE
39298,FAKE
39299,TRUE
39300,TRUE
39301,TRUE
39302,TRUE
39303,TRUE
39304,TRUE
39305,TRUE
39306,FAKE
39307,FAKE
39308,FAKE
39309,FAKE
39310,TRUE
39311,FAKE
39312,TRUE
39313,FAKE
39314,TRUE
39315,TRUE
39316,TRUE
39317,FAKE
39318,TRUE
39319,FAKE
39320,TRUE
39321,TRUE
39322,FAKE
39323,FAKE
39324,TRUE
39325,FAKE
39326,TRUE
39327,TRUE
39328,TRUE
39329,FAKE
39330,FAKE
39331,FAKE
39332,FAKE
39333,TRUE
39334,FAKE
39335,TRUE
39336,FAKE
39337,TRUE
39338,TRUE
39339,FAKE
39340,FAKE
39341,TRUE
39342,TRUE
39343,FAKE
39344,FAKE
39345,FAKE
39346,TRUE
39347,FAKE
39348,FAKE
39349,FAKE
39350,TRUE
39351,FAKE
39352,TRUE
39353,FAKE
39354,TRUE
39355,FAKE
39356,TRUE
39357,FAKE
39358,TRUE
39359,FAKE
39360,FAKE
39361,TRUE
39362,TRUE
39363,TRUE
39364,FAKE
39365,TRUE
39366,FAKE
39367,FAKE
39368,FAKE
39369,TRUE
39370,FAKE
39371,TRUE
39372,FAKE
39373,FAKE
39374,FAKE
39375,TRUE
39376,FAKE
39377,FAKE
39378,FAKE
39379,FAKE
39380,TRUE
39381,TRUE
39382,FAKE
39383,TRUE
39384,FAKE
39385,TRUE
39386,FAKE
39387,FAKE
39388,FAKE
39389,FAKE
39390,FAKE
39391,FAKE
39392,FAKE
39393,FAKE
39394,TRUE
39395,FAKE
39396,TRUE
39397,TRUE
39398,TRUE
39399,FAKE
39400,TRUE
39401,TRUE
39402,TRUE
39403,TRUE
39404,TRUE
39405,FAKE
39406,TRUE
39407,FAKE
39408,TRUE
39409,TRUE
39410,FAKE
39411,TRUE
39412,TRUE
39413,FAKE
39414,FAKE
39415,TRUE
39416,FAKE
39417,FAKE
39418,TRUE
39419,TRUE
39420,FAKE
39421,FAKE
39422,FAKE
39423,TRUE
39424,TRUE
39425,TRUE
39426,FAKE
39427,FAKE
39428,TRUE
39429,FAKE
39430,FAKE
39431,FAKE
39432,TRUE
39433,TRUE
39434,TRUE
39435,TRUE
39436,TRUE
39437,TRUE
39438,FAKE
39439,FAKE
39440,TRUE
39441,FAKE
39442,FAKE
39443,TRUE
39444,TRUE
39445,FAKE
39446,FAKE
39447,FAKE
39448,FAKE
39449,TRUE
39450,FAKE
39451,TRUE
39452,FAKE
39453,TRUE
39454,FAKE
39455,TRUE
39456,TRUE
39457,FAKE
39458,FAKE
39459,TRUE
39460,FAKE
39461,TRUE
39462,FAKE
39463,FAKE
39464,TRUE
39465,FAKE
39466,TRUE
39467,TRUE
39468,TRUE
39469,TRUE
39470,FAKE
39471,FAKE
39472,TRUE
39473,FAKE
39474,TRUE
39475,FAKE
39476,TRUE
39477,FAKE
39478,FAKE
39479,TRUE
39480,TRUE
39481,FAKE
39482,FAKE
39483,FAKE
39484,FAKE
39485,FAKE
39486,TRUE
39487,FAKE
39488,TRUE
39489,FAKE
39490,FAKE
39491,FAKE
39492,TRUE
39493,TRUE
39494,FAKE
39495,TRUE
39496,FAKE
39497,TRUE
39498,FAKE
39499,TRUE
39500,FAKE
39501,TRUE
39502,TRUE
39503,TRUE
39504,TRUE
39505,TRUE
39506,FAKE
39507,TRUE
39508,FAKE
39509,FAKE
39510,FAKE
39511,TRUE
39512,TRUE
39513,TRUE
39514,FAKE
39515,FAKE
39516,FAKE
39517,FAKE
39518,TRUE
39519,FAKE
39520,TRUE
39521,FAKE
39522,TRUE
39523,FAKE
39524,FAKE
39525,FAKE
39526,FAKE
39527,FAKE
39528,TRUE
39529,FAKE
39530,TRUE
39531,FAKE
39532,FAKE
39533,TRUE
39534,TRUE
39535,TRUE
39536,TRUE
39537,TRUE
39538,FAKE
39539,TRUE
39540,FAKE
39541,TRUE
39542,FAKE
39543,FAKE
39544,TRUE
39545,FAKE
39546,FAKE
39547,FAKE
39548,FAKE
39549,TRUE
39550,FAKE
39551,TRUE
39552,FAKE
39553,FAKE
39554,TRUE
39555,FAKE
39556,FAKE
39557,FAKE
39558,TRUE
39559,FAKE
39560,TRUE
39561,TRUE
39562,FAKE
39563,TRUE
39564,FAKE
39565,FAKE
39566,FAKE
39567,TRUE
39568,FAKE
39569,TRUE
39570,TRUE
39571,TRUE
39572,TRUE
39573,TRUE
39574,TRUE
39575,FAKE
39576,TRUE
39577,TRUE
39578,FAKE
39579,TRUE
39580,FAKE
39581,TRUE
39582,TRUE
39583,FAKE
39584,FAKE
39585,FAKE
39586,TRUE
39587,TRUE
39588,FAKE
39589,FAKE
39590,FAKE
39591,TRUE
39592,TRUE
39593,FAKE
39594,TRUE
39595,TRUE
39596,FAKE
39597,TRUE
39598,FAKE
39599,TRUE
39600,FAKE
39601,TRUE
39602,TRUE
39603,TRUE
39604,TRUE
39605,FAKE
39606,FAKE
39607,FAKE
39608,TRUE
39609,FAKE
39610,FAKE
39611,FAKE
39612,FAKE
39613,FAKE
39614,TRUE
39615,TRUE
39616,TRUE
39617,FAKE
39618,FAKE
39619,TRUE
39620,FAKE
39621,FAKE
39622,TRUE
39623,TRUE
39624,FAKE
39625,FAKE
39626,FAKE
39627,TRUE
39628,TRUE
39629,FAKE
39630,TRUE
39631,TRUE
39632,TRUE
39633,FAKE
39634,FAKE
39635,TRUE
39636,TRUE
39637,TRUE
39638,FAKE
39639,FAKE
39640,FAKE
39641,FAKE
39642,FAKE
39643,FAKE
39644,FAKE
39645,TRUE
39646,TRUE
39647,TRUE
39648,TRUE
39649,TRUE
39650,FAKE
39651,TRUE
39652,FAKE
39653,TRUE
39654,FAKE
39655,TRUE
39656,FAKE
39657,FAKE
39658,FAKE
39659,FAKE
39660,FAKE
39661,TRUE
39662,TRUE
39663,FAKE
39664,TRUE
39665,TRUE
39666,TRUE
39667,FAKE
39668,TRUE
39669,FAKE
39670,TRUE
39671,FAKE
39672,FAKE
39673,FAKE
39674,FAKE
39675,FAKE
39676,FAKE
39677,TRUE
39678,TRUE
39679,FAKE
39680,TRUE
39681,TRUE
39682,TRUE
39683,FAKE
39684,TRUE
39685,TRUE
39686,FAKE
39687,TRUE
39688,TRUE
39689,FAKE
39690,FAKE
39691,TRUE
39692,TRUE
39693,FAKE
39694,FAKE
39695,TRUE
39696,FAKE
39697,FAKE
39698,FAKE
39699,FAKE
39700,FAKE
39701,FAKE
39702,FAKE
39703,TRUE
39704,FAKE
39705,TRUE
39706,FAKE
39707,FAKE
39708,FAKE
39709,FAKE
39710,FAKE
39711,TRUE
39712,FAKE
39713,FAKE
39714,FAKE
39715,FAKE
39716,TRUE
39717,TRUE
39718,TRUE
39719,FAKE
39720,TRUE
39721,FAKE
39722,FAKE
39723,TRUE
39724,FAKE
39725,FAKE
39726,FAKE
39727,FAKE
39728,TRUE
39729,TRUE
39730,FAKE
39731,TRUE
39732,FAKE
39733,TRUE
39734,TRUE
39735,FAKE
39736,TRUE
39737,FAKE
39738,FAKE
39739,TRUE
39740,FAKE
39741,TRUE
39742,FAKE
39743,TRUE
39744,FAKE
39745,TRUE
39746,FAKE
39747,FAKE
39748,FAKE
39749,FAKE
39750,TRUE
39751,TRUE
39752,TRUE
39753,FAKE
39754,TRUE
39755,TRUE
39756,FAKE
39757,TRUE
39758,TRUE
39759,FAKE
39760,TRUE
39761,TRUE
39762,TRUE
39763,TRUE
39764,TRUE
39765,FAKE
39766,TRUE
39767,TRUE
39768,TRUE
39769,TRUE
39770,FAKE
39771,TRUE
39772,TRUE
39773,FAKE
39774,FAKE
39775,FAKE
39776,TRUE
39777,FAKE
39778,FAKE
39779,FAKE
39780,TRUE
39781,TRUE
39782,FAKE
39783,TRUE
39784,FAKE
39785,FAKE
39786,TRUE
39787,TRUE
39788,TRUE
39789,FAKE
39790,FAKE
39791,TRUE
39792,TRUE
39793,FAKE
39794,TRUE
39795,FAKE
39796,FAKE
39797,FAKE
39798,FAKE
39799,TRUE
39800,FAKE
39801,FAKE
39802,TRUE
39803,FAKE
39804,TRUE
39805,FAKE
39806,TRUE
39807,FAKE
39808,TRUE
39809,FAKE
39810,TRUE
39811,TRUE
39812,TRUE
39813,FAKE
39814,FAKE
39815,TRUE
39816,FAKE
39817,FAKE
39818,TRUE
39819,FAKE
39820,FAKE
39821,FAKE
39822,FAKE
39823,TRUE
39824,FAKE
39825,FAKE
39826,TRUE
39827,FAKE
39828,TRUE
39829,TRUE
39830,TRUE
39831,FAKE
39832,TRUE
39833,FAKE
39834,TRUE
39835,TRUE
39836,FAKE
39837,FAKE
39838,TRUE
39839,FAKE
39840,FAKE
39841,TRUE
39842,FAKE
39843,FAKE
39844,FAKE
39845,TRUE
39846,FAKE
39847,FAKE
39848,TRUE
39849,TRUE
39850,FAKE
39851,FAKE
39852,TRUE
39853,FAKE
39854,FAKE
39855,TRUE
39856,FAKE
39857,FAKE
39858,TRUE
39859,FAKE
39860,TRUE
39861,FAKE
39862,FAKE
39863,TRUE
39864,FAKE
39865,FAKE
39866,FAKE
39867,FAKE
39868,TRUE
39869,TRUE
39870,TRUE
39871,TRUE
39872,FAKE
39873,FAKE
39874,TRUE
39875,TRUE
39876,FAKE
39877,FAKE
39878,FAKE
39879,FAKE
39880,FAKE
39881,TRUE
39882,TRUE
39883,TRUE
39884,TRUE
39885,FAKE
39886,TRUE
39887,TRUE
39888,TRUE
39889,FAKE
39890,TRUE
39891,TRUE
39892,TRUE
39893,FAKE
39894,TRUE
39895,TRUE
39896,FAKE
39897,TRUE
39898,TRUE
39899,FAKE
39900,FAKE
39901,TRUE
39902,FAKE
39903,FAKE
39904,TRUE
39905,TRUE
39906,TRUE
39907,TRUE
39908,FAKE
39909,FAKE
39910,FAKE
39911,TRUE
39912,TRUE
39913,TRUE
39914,TRUE
39915,TRUE
39916,TRUE
39917,TRUE
39918,FAKE
39919,FAKE
39920,FAKE
39921,TRUE
39922,FAKE
39923,TRUE
39924,TRUE
39925,FAKE
39926,TRUE
39927,FAKE
39928,FAKE
39929,FAKE
39930,TRUE
39931,FAKE
39932,TRUE
39933,FAKE
39934,TRUE
39935,FAKE
39936,TRUE
39937,FAKE
39938,TRUE
39939,FAKE
39940,FAKE
39941,FAKE
39942,FAKE
39943,TRUE
39944,FAKE
39945,FAKE
39946,FAKE
39947,TRUE
39948,FAKE
39949,FAKE
39950,FAKE
39951,TRUE
39952,FAKE
39953,FAKE
39954,TRUE
39955,TRUE
39956,TRUE
39957,TRUE
39958,FAKE
39959,FAKE
39960,FAKE
39961,FAKE
39962,TRUE
39963,TRUE
39964,FAKE
39965,TRUE
39966,FAKE
39967,TRUE
39968,FAKE
39969,FAKE
39970,TRUE
39971,TRUE
39972,FAKE
39973,FAKE
39974,TRUE
39975,FAKE
39976,FAKE
39977,TRUE
39978,FAKE
39979,FAKE
39980,TRUE
39981,FAKE
39982,FAKE
39983,TRUE
39984,FAKE
39985,FAKE
39986,FAKE
39987,TRUE
39988,TRUE
39989,FAKE
39990,FAKE
39991,FAKE
39992,TRUE
39993,FAKE
39994,FAKE
39995,FAKE
39996,FAKE
39997,FAKE
39998,FAKE
39999,TRUE
40000,FAKE
40001,TRUE
40002,FAKE
40003,FAKE
40004,TRUE
40005,FAKE
40006,FAKE
40007,TRUE
40008,FAKE
40009,FAKE
40010,FAKE
40011,TRUE
40012,FAKE
40013,TRUE
40014,TRUE
40015,FAKE
40016,FAKE
40017,FAKE
40018,TRUE
40019,TRUE
40020,FAKE
40021,TRUE
40022,TRUE
40023,TRUE
40024,TRUE
40025,TRUE
40026,FAKE
40027,TRUE
40028,FAKE
40029,TRUE
40030,FAKE
40031,TRUE
40032,TRUE
40033,TRUE
40034,FAKE
40035,FAKE
40036,TRUE
40037,TRUE
40038,FAKE
40039,FAKE
40040,TRUE
40041,FAKE
40042,FAKE
40043,TRUE
40044,TRUE
40045,FAKE
40046,TRUE
40047,FAKE
40048,TRUE
40049,TRUE
40050,FAKE
40051,FAKE
40052,FAKE
40053,TRUE
40054,FAKE
40055,TRUE
40056,FAKE
40057,TRUE
40058,TRUE
40059,TRUE
40060,FAKE
40061,FAKE
40062,FAKE
40063,FAKE
40064,TRUE
40065,FAKE
40066,TRUE
40067,TRUE
40068,FAKE
40069,TRUE
40070,TRUE
40071,TRUE
40072,TRUE
40073,TRUE
40074,FAKE
40075,TRUE
40076,FAKE
40077,TRUE
40078,FAKE
40079,TRUE
40080,TRUE
40081,TRUE
40082,FAKE
40083,TRUE
40084,TRUE
40085,TRUE
40086,TRUE
40087,FAKE
40088,TRUE
40089,FAKE
40090,TRUE
40091,TRUE
40092,FAKE
40093,FAKE
40094,TRUE
40095,FAKE
40096,FAKE
40097,FAKE
40098,FAKE
40099,TRUE
40100,FAKE
40101,FAKE
40102,FAKE
40103,TRUE
40104,TRUE
40105,FAKE
40106,FAKE
40107,TRUE
40108,TRUE
40109,TRUE
40110,FAKE
40111,FAKE
40112,TRUE
40113,TRUE
40114,FAKE
40115,TRUE
40116,TRUE
40117,FAKE
40118,TRUE
40119,TRUE
40120,TRUE
40121,TRUE
40122,TRUE
40123,FAKE
40124,TRUE
40125,FAKE
40126,TRUE
40127,FAKE
40128,TRUE
40129,TRUE
40130,TRUE
40131,TRUE
40132,TRUE
40133,FAKE
40134,FAKE
40135,TRUE
